,time,target,response,frequency
25,332.17919921875,2,1,1000
26,334.1591796875,1,1,1000
27,337.15869140625,2,2,1000
28,338.90869140625,1,1,1000
29,341.138671875,1,2,1000
30,343.98828125,2,1,1200
31,345.73828125,1,1,1000
32,347.98828125,1,1,1000
33,350.1083984375,1,1,1000
34,352.8583984375,2,1,1000
35,355.0380859375,2,2,1000
36,357.087890625,2,2,1000
37,359.28759765625,2,2,1000
38,362.2373046875,1,1,1200
39,364.9375,2,1,1200
40,367.1572265625,2,1,1000
41,369.787109375,2,1,1000
42,372.97705078125,2,2,1000
43,375.0771484375,1,1,1000
44,377.23681640625,1,1,1000
45,379.95654296875,2,1,1200
46,381.806640625,1,2,1000
47,384.58642578125,2,2,1000
48,386.5263671875,2,1,1200
0,391.5751953125,2,1,1200
1,396.0048828125,2,1,1200
2,397.78515625,1,1,1000
3,400.125,1,1,1000
4,402.9248046875,2,1,1000
5,404.50439453125,1,1,1200
6,406.52490234375,1,1,1000
7,409.3544921875,2,1,1200
8,411.3046875,2,1,1000
9,412.83447265625,1,1,1000
10,415.22412109375,1,1,1000
11,417.35400390625,1,1,1200
12,419.654296875,1,1,1000
13,421.82373046875,1,1,1000
14,425.5537109375,2,2,1200
15,427.78369140625,2,2,1000
16,429.25341796875,1,1,1000
17,431.5234375,1,1,1000
18,434.203125,2,1,1000
19,436.4033203125,2,2,1000
20,438.1533203125,1,1,1000
21,440.40283203125,1,1,1000
22,442.65283203125,1,1,1000
23,444.953125,1,1,1000
24,447.65234375,1,1,1200
25,451.13232421875,2,1,1000
26,453.40234375,2,2,1000
27,455.0224609375,1,1,1000
28,457.7021484375,2,1,1200
29,459.43212890625,1,1,1200
30,461.5322265625,1,1,1000
31,463.82177734375,1,1,1200
32,466.001953125,1,1,1000
33,468.32177734375,1,1,1000
34,470.421875,1,1,1000
35,473.1015625,2,1,1000
36,475.33154296875,2,1,1000
37,477.47119140625,2,1,1000
38,479.27099609375,1,1,1000
39,481.43115234375,1,1,1000
40,484.1005859375,2,1,1200
41,486.4208984375,2,2,1000
42,488.1005859375,1,1,1000
43,490.8203125,2,1,1200
44,492.9306640625,2,1,1000
45,494.63037109375,1,1,1000
46,496.650390625,1,1,1000
47,499.30029296875,2,1,1000
48,501.25,1,1,1000
0,506.349609375,1,1,1000
1,509.01953125,2,2,1000
2,511.14892578125,1,1,1000
3,514.0791015625,2,2,1000
4,516.0791015625,2,1,1000
5,517.8486328125,1,1,1200
6,519.76904296875,1,1,1000
7,522.568359375,2,1,1200
8,525.41845703125,2,1,1000
9,526.99853515625,1,1,1000
10,529.3681640625,1,1,1000
11,531.46826171875,1,1,1000
12,534.09814453125,2,2,1200
13,536.3779296875,2,2,1000
14,538.7978515625,2,2,1200
15,541.84765625,2,2,1000
16,543.61767578125,1,1,1000
17,545.82763671875,1,1,1000
18,547.92724609375,1,1,1000
19,550.126953125,1,2,1200
20,553.947265625,2,1,1000
21,555.716796875,1,1,1000
22,557.89697265625,1,1,1000
23,561.06689453125,1,2,1000
24,563.37646484375,1,1,1000
25,565.57666015625,1,1,1000
26,568.31640625,2,2,1200
27,570.5458984375,2,2,1200
28,572.29638671875,1,1,1000
29,574.49609375,1,1,1000
30,576.666015625,1,2,1000
31,580.92578125,2,2,1000
32,583.07568359375,2,2,1000
33,584.57568359375,1,1,1000
34,587.6953125,1,1,1200
35,590.4453125,2,2,1000
36,592.97509765625,2,1,1000
37,595.27490234375,1,1,1200
38,598.01513671875,2,1,1000
39,599.77490234375,1,1,1000
40,602.5146484375,2,1,1000
41,604.82470703125,2,1,1000
42,607.0947265625,2,1,1000
43,608.9443359375,1,1,1000
44,611.77392578125,2,2,1200
45,614.2138671875,1,1,1200
46,617.1640625,2,2,1000
47,619.2236328125,1,1,1200
48,621.3740234375,1,1,1000
0,628.2431640625,2,1,1200
1,631.4130859375,2,1,1200
2,633.09326171875,1,1,1000
3,635.0126953125,1,1,1200
4,637.31298828125,1,1,1000
5,639.9130859375,2,1,1000
6,643.34228515625,2,1,1200
7,645.26220703125,2,1,1200
8,647.04248046875,1,1,1000
9,649.2421875,1,1,1000
10,651.412109375,1,1,1200
11,653.572265625,1,1,1000
12,656.2919921875,2,2,1000
13,658.31201171875,1,1,1000
14,660.39208984375,1,1,1000
15,662.61181640625,1,1,1000
16,664.8115234375,1,1,1000
17,667.34130859375,2,1,1200
18,669.92138671875,2,2,1000
19,671.7412109375,1,1,1200
20,674.39111328125,2,1,1000
21,675.89111328125,1,1,1000
22,677.890625,1,2,1200
23,682.49072265625,1,2,1000
24,684.87060546875,1,1,1000
25,687.560546875,2,1,1000
26,689.17041015625,1,2,1000
27,693.14013671875,1,1,1000
28,695.3203125,1,1,1000
29,697.5400390625,1,2,1000
30,700.86962890625,1,1,1000
31,703.1396484375,1,2,1200
32,707.2197265625,1,1,1000
33,709.40966796875,1,1,1000
34,712.08935546875,2,2,1000
35,714.2392578125,2,1,1000
36,716.458984375,2,2,1000
37,718.06884765625,1,2,1000
38,720.708984375,1,1,1000
39,723.4384765625,2,2,1200
40,725.80859375,2,2,1200
41,727.55859375,1,1,1000
42,730.3583984375,2,2,1000
43,733.1083984375,2,2,1000
44,735.55810546875,2,1,1000
45,737.908203125,1,2,1000
46,740.78759765625,1,2,1200
47,743.8876953125,2,2,1000
48,745.7177734375,1,1,1000
0,752.76708984375,1,1,1000
1,756.037109375,1,1,1000
2,758.80712890625,2,2,1000
3,760.98681640625,2,2,1000
4,763.216796875,2,2,1000
5,764.736328125,1,1,1200
6,766.96630859375,1,2,1200
7,769.46630859375,1,1,1000
8,772.1064453125,2,1,1000
9,774.986328125,1,1,1000
10,777.7060546875,2,1,1200
11,780.0361328125,2,1,1000
12,782.35595703125,2,2,1000
13,784.685546875,2,2,1000
14,787.7158203125,1,2,1000
15,793.21533203125,1,1,1000
16,795.96533203125,2,1,1000
17,798.78515625,1,1,1000
18,801.43505859375,2,2,1000
19,803.70458984375,2,1,1200
20,805.90478515625,1,1,1200
21,808.1845703125,1,1,1000
22,810.53466796875,1,1,1000
23,813.3642578125,2,1,1200
24,815.76416015625,2,2,1000
25,818.01416015625,2,2,1000
26,820.01416015625,2,2,1000
27,821.53369140625,1,1,1000
28,824.41357421875,2,2,1000
29,826.8837890625,2,2,1000
30,828.36376953125,1,1,1000
31,830.8134765625,2,2,1000
32,832.51318359375,1,1,1000
33,835.05322265625,2,1,1200
34,837.38330078125,2,2,1000
35,839.0029296875,1,1,1000
36,842.0029296875,2,1,1000
37,843.5029296875,1,1,1000
38,846.2626953125,2,2,1000
39,848.232421875,2,1,1000
40,850.71240234375,1,2,1000
41,855.71240234375,1,2,1000
42,858.4619140625,2,2,1200
43,861.001953125,1,1,1200
44,863.23193359375,1,1,1000
45,866.08203125,2,2,1000
46,868.08154296875,2,1,1200
47,869.8115234375,1,1,1200
48,873.2314453125,2,1,1000
0,878.4599609375,2,1,1200
1,880.21044921875,1,1,1000
2,882.30029296875,1,1,1000
3,884.25,1,2,1200
4,887.9599609375,1,2,1200
5,890.759765625,2,2,1000
6,892.52978515625,1,1,1000
7,894.99951171875,2,1,1000
8,896.57958984375,1,1,1000
9,899.2294921875,2,1,1000
10,902.44921875,1,1,1000
11,904.55908203125,1,1,1000
12,906.8291015625,1,1,1000
13,909.5791015625,2,2,1000
14,912.478515625,2,1,1200
15,915.6083984375,1,1,1200
16,918.1083984375,1,1,1200
17,920.478515625,1,1,1000
18,923.12841796875,2,1,1000
19,924.6982421875,1,1,1000
20,927.498046875,2,1,1000
21,929.17822265625,1,1,1000
22,931.35791015625,1,1,1000
23,933.57763671875,1,1,1000
24,935.79736328125,1,1,1200
25,938.197265625,1,1,1200
26,940.357421875,1,1,1200
27,944.2470703125,2,1,1000
28,946.09716796875,1,1,1000
29,948.90673828125,2,2,1000
30,950.796875,1,1,1200
31,953.126953125,1,1,1000
32,955.44677734375,1,1,1000
33,958.15625,1,1,1200
34,960.05615234375,1,1,1200
35,962.7763671875,2,1,1000
36,965.05615234375,2,1,1000
37,967.24609375,2,1,1000
38,969.99609375,2,1,1000
39,972.40576171875,2,1,1000
40,974.10595703125,1,1,1000
41,976.74560546875,2,1,1000
42,979.00537109375,2,1,1000
43,981.275390625,2,1,1000
44,982.84521484375,1,2,1000
45,986.00537109375,2,2,1000
46,987.92529296875,1,2,1000
47,990.19482421875,1,1,1000
48,992.87451171875,2,2,1200
0,997.9443359375,2,2,1000
1,1000.07421875,2,2,1000
2,1007.0537109375,2,2,1200
3,1008.97412109375,1,1,1000
4,1011.19384765625,1,2,1000
5,1013.7236328125,1,1,1000
6,1016.12353515625,1,1,1200
7,1019.5732421875,2,1,1000
8,1021.34326171875,1,1,1000
9,1023.35302734375,1,1,1200
10,1025.39306640625,1,1,1000
11,1027.40283203125,1,1,1200
12,1029.90283203125,2,1,1000
13,1033.8525390625,2,1,1000
14,1035.95263671875,1,1,1200
15,1038.302734375,1,1,1000
16,1040.3720703125,1,1,1200
17,1042.54248046875,1,1,1000
18,1044.94189453125,1,1,1200
19,1047.49169921875,2,1,1200
20,1048.9921875,1,1,1000
21,1051.82177734375,2,1,1000
22,1053.671875,1,1,1000
23,1056.29150390625,2,1,1000
24,1058.49169921875,2,1,1000
25,1060.42138671875,2,1,1200
26,1061.8212890625,1,1,1000
27,1063.80126953125,1,1,1000
28,1069.99072265625,2,1,1200
29,1071.82080078125,1,1,1000
30,1073.99072265625,1,1,1000
31,1076.92041015625,2,1,1000
32,1078.37060546875,1,1,1000
33,1080.30029296875,1,1,1000
34,1083.00048828125,2,1,1000
35,1085.3203125,2,1,1000
36,1087.47021484375,2,1,1000
37,1089.1201171875,1,1,1000
38,1091.2998046875,1,1,1000
39,1093.94970703125,2,1,1000
40,1095.31982421875,1,1,1000
41,1097.9697265625,2,1,1000
42,1099.8896484375,2,1,1000
43,1101.86962890625,2,1,1000
44,1103.439453125,1,1,1000
45,1105.58935546875,1,1,1000
46,1107.7490234375,1,1,1000
47,1109.94873046875,1,1,1200
48,1112.71875,2,1,1000
0,1118.89794921875,2,1,1000
1,1121.24755859375,1,2,1000
2,1123.48779296875,1,1,1000
3,1125.947265625,2,1,1200
4,1128.197265625,2,1,1000
5,1129.6474609375,1,1,1200
6,1133.96728515625,1,1,1000
7,1136.537109375,2,1,1000
8,1138.63671875,2,1,1200
9,1140.23681640625,1,2,1000
10,1143.06689453125,2,2,1000
11,1144.99658203125,2,2,1200
12,1147.08642578125,2,1,1000
13,1149.1962890625,2,1,1000
14,1150.91650390625,1,1,1000
15,1153.63623046875,2,1,1200
16,1155.21630859375,1,1,1000
17,1158.0361328125,2,2,1000
18,1159.3857421875,1,2,1200
19,1161.56591796875,1,1,1000
20,1164.36572265625,2,1,1000
21,1166.5654296875,2,2,1000
22,1168.2353515625,1,2,1200
23,1171.26513671875,2,1,1200
24,1173.03515625,1,1,1000
25,1175.76513671875,2,2,1000
26,1177.21484375,1,1,1000
27,1180.044921875,2,1,1000
28,1181.81494140625,1,1,1000
29,1184.484375,2,1,1200
30,1186.41455078125,2,1,1000
31,1188.46435546875,2,2,1000
32,1190.1845703125,1,1,1000
33,1192.89404296875,1,2,1000
34,1195.88427734375,2,2,1000
35,1197.74365234375,2,1,1200
36,1199.98388671875,2,2,1000
37,1201.6640625,1,1,1000
38,1203.99365234375,1,1,1200
39,1206.66357421875,2,1,1000
40,1209.13330078125,2,2,1000
41,1210.68359375,1,1,1000
42,1212.93359375,1,1,1000
43,1215.61328125,2,2,1000
44,1217.712890625,2,2,1000
45,1219.89306640625,2,1,1000
46,1222.3828125,2,2,1200
47,1225.23291015625,2,1,1000
48,1227.24267578125,1,1,1000
49,1230.912109375,2,2,1200
0,1235.33154296875,2,1,1000
1,1237.16162109375,1,1,1000
2,1239.091796875,1,1,1000
3,1241.51123046875,2,1,1200
4,1244.8310546875,2,1,1000
5,1247.49072265625,2,1,1200
6,1250.06103515625,1,1,1000
7,1253.24072265625,2,2,1000
8,1255.24072265625,2,2,1000
9,1257.1904296875,2,2,1200
10,1259.84033203125,2,2,1000
11,1261.3603515625,1,1,1000
12,1263.51025390625,1,2,1200
13,1268.85986328125,2,1,1000
14,1270.48974609375,1,1,1200
15,1272.6796875,1,1,1200
16,1274.90966796875,1,1,1200
17,1277.08935546875,1,1,1200
18,1279.95947265625,2,2,1000
19,1281.42919921875,1,2,1200
20,1283.9794921875,2,2,1000
21,1285.42919921875,1,1,1000
22,1288.00927734375,2,2,1000
23,1290.17919921875,2,2,1000
24,1292.1591796875,2,2,1000
25,1293.60888671875,1,1,1000
26,1296.05859375,1,1,1200
27,1299.03857421875,2,1,1000
28,1301.5283203125,1,1,1200
29,1303.908203125,1,2,1000
30,1307.38818359375,1,1,1000
31,1309.7080078125,1,1,1000
32,1312.4580078125,2,1,1000
33,1314.73779296875,1,1,1200
34,1317.0078125,1,1,1000
35,1319.23779296875,1,1,1000
36,1321.70751953125,1,1,1000
37,1323.63720703125,1,1,1000
38,1326.13720703125,2,2,1000
39,1328.3369140625,2,2,1000
40,1330.35693359375,2,2,1000
41,1332.43701171875,2,1,1000
42,1334.10693359375,1,1,1000
43,1336.03662109375,1,1,1000
44,1338.95654296875,2,1,1000
45,1340.83642578125,1,1,1000
46,1343.42626953125,1,1,1000
47,1345.67626953125,1,1,1000
48,1347.8662109375,1,1,1000
0,1354.4658203125,2,1,1000
1,1356.3056640625,1,1,1200
2,1358.7158203125,1,1,1000
3,1361.2353515625,1,1,1000
4,1363.4755859375,1,1,1000
5,1366.18505859375,2,1,1200
6,1368.43505859375,2,2,1000
7,1370.5849609375,2,1,1000
8,1372.375,1,1,1000
9,1375.07470703125,2,1,1000
10,1377.32470703125,2,1,1000
11,1378.984375,1,1,1200
12,1381.8544921875,2,1,1000
13,1383.82421875,2,1,1000
14,1385.55419921875,1,1,1000
15,1387.4541015625,1,1,1000
16,1389.654296875,1,1,1000
17,1391.86376953125,1,1,1000
18,1394.07373046875,1,1,1000
19,1396.78369140625,2,1,1200
20,1399.15380859375,2,2,1000
21,1401.7333984375,2,1,1000
22,1403.95361328125,1,1,1000
23,1406.033203125,1,1,1000
24,1408.82275390625,2,1,1200
25,1410.55322265625,1,1,1000
26,1413.30322265625,2,2,1000
27,1415.552734375,2,2,1000
28,1417.22265625,1,2,1000
29,1419.95263671875,2,1,1200
30,1422.00244140625,2,1,1200
31,1423.65234375,1,1,1000
32,1425.75244140625,1,1,1000
33,1428.51220703125,2,1,1200
34,1430.02197265625,1,1,1000
35,1432.5517578125,2,1,1200
36,1434.6318359375,2,1,1000
37,1436.56201171875,2,1,1000
38,1438.51171875,2,1,1000
39,1440.861328125,2,1,1200
40,1442.3212890625,1,1,1000
41,1445.08154296875,2,1,1000
42,1447.03125,2,2,1000
43,1448.55126953125,1,1,1000
44,1451.93115234375,2,2,1000
45,1454.0107421875,2,2,1200
46,1455.52099609375,1,1,1000
47,1458.28076171875,2,2,1000
48,1460.41064453125,2,1,1200
0,1464.87939453125,1,1,1200
1,1466.869140625,1,1,1200
2,1469.20947265625,1,1,1000
3,1471.20947265625,1,1,1000
4,1473.47900390625,1,1,1000
5,1475.44921875,1,1,1000
6,1477.4091796875,1,1,1000
7,1480.11865234375,2,2,1000
8,1482.24853515625,2,2,1000
9,1484.12890625,1,1,1000
10,1486.37841796875,1,1,1000
11,1488.92822265625,2,1,1000
12,1492.09814453125,1,1,1200
13,1494.2783203125,1,1,1000
14,1496.4580078125,1,1,1000
15,1498.47802734375,1,1,1000
16,1500.77783203125,1,1,1000
17,1503.57763671875,2,1,1000
18,1505.8974609375,1,1,1000
19,1508.3974609375,2,2,1000
20,1510.37744140625,1,2,1000
21,1512.84716796875,1,1,1000
22,1516.30712890625,2,1,1000
23,1518.30712890625,1,1,1000
24,1520.80712890625,2,2,1000
25,1522.4765625,1,1,1000
26,1524.7265625,1,1,1000
27,1526.826171875,1,1,1200
28,1528.896484375,1,1,1000
29,1531.34619140625,1,1,1000
30,1533.56640625,1,1,1000
31,1536.31591796875,2,2,1000
32,1538.5458984375,2,2,1200
33,1540.67578125,2,2,1000
34,1542.765625,2,1,1000
35,1544.67578125,1,1,1200
36,1547.4755859375,2,1,1200
37,1549.0654296875,1,1,1000
38,1550.92529296875,1,1,1000
39,1553.3955078125,2,2,1000
40,1555.5751953125,2,2,1200
41,1557.60498046875,2,1,1200
42,1559.3251953125,1,1,1000
43,1561.794921875,2,1,1000
44,1564.16455078125,1,1,1000
45,1566.14453125,1,1,1000
46,1568.0244140625,1,1,1200
47,1570.9443359375,2,1,1200
48,1574.1142578125,2,2,1200
0,1579.703125,1,2,1000
1,1585.962890625,2,1,1000
2,1588.1025390625,1,1,1200
3,1591.0224609375,2,1,1200
4,1593.1923828125,1,1,1000
5,1595.74267578125,2,1,1000
6,1597.92236328125,2,1,1000
7,1599.8623046875,2,1,1200
8,1602.072265625,2,1,1000
9,1604.001953125,2,1,1000
10,1605.44189453125,1,1,1200
11,1607.921875,2,1,1200
12,1609.841796875,2,1,1200
13,1611.2119140625,1,1,1000
14,1613.7216796875,2,1,1000
15,1615.66162109375,2,1,1000
16,1618.79150390625,2,1,1000
17,1621.09130859375,2,2,1200
18,1623.35107421875,2,2,1200
19,1625.10107421875,1,1,1200
20,1627.89111328125,2,1,1000
21,1630.12060546875,2,1,1000
22,1631.810546875,1,1,1000
23,1634.490234375,2,1,1200
24,1636.1904296875,1,1,1000
25,1638.22021484375,1,1,1000
26,1642.52001953125,2,1,1000
27,1644.89990234375,2,1,1000
28,1646.73974609375,1,1,1000
29,1649.7998046875,2,1,1000
30,1651.7197265625,2,1,1000
31,1653.41943359375,1,1,1000
32,1655.58984375,1,1,1000
33,1658.1396484375,2,1,1000
34,1660.4091796875,2,1,1000
35,1662.119140625,1,1,1000
36,1664.048828125,1,1,1200
37,1666.56884765625,2,1,1000
38,1668.84912109375,2,1,1000
39,1670.9384765625,2,1,1200
40,1672.35888671875,1,1,1000
41,1674.91845703125,2,1,1000
42,1676.568359375,1,1,1000
43,1678.4384765625,1,1,1000
44,1680.8681640625,2,1,1200
45,1682.59814453125,1,1,1000
46,1684.55810546875,1,1,1000
47,1687.31787109375,2,2,1000
48,1688.8876953125,1,1,1000
0,1693.90771484375,1,1,1000
1,1696.16748046875,1,1,1200
2,1698.88720703125,2,1,1000
3,1701.037109375,2,1,1000
4,1704.10693359375,2,1,1200
5,1705.76708984375,1,1,1200
6,1708.48681640625,2,2,1000
7,1710.11669921875,1,1,1000
8,1712.6865234375,2,2,1000
9,1714.6865234375,2,1,1200
10,1716.19677734375,1,1,1000
11,1718.53662109375,1,1,1000
12,1720.76611328125,1,1,1200
13,1723.49609375,2,2,1000
14,1725.1962890625,1,1,1000
15,1727.3359375,1,1,1000
16,1729.3857421875,1,1,1000
17,1731.89599609375,2,2,1000
18,1733.48583984375,1,1,1000
19,1735.45556640625,1,1,1000
20,1737.685546875,1,1,1000
21,1739.83544921875,1,1,1000
22,1741.9951171875,1,1,1000
23,1744.205078125,1,1,1200
24,1747.115234375,2,2,1000
25,1748.69482421875,1,1,1200
26,1751.53466796875,2,1,1000
27,1753.73486328125,2,1,1000
28,1756.1845703125,2,1,1000
29,1757.63427734375,1,1,1200
30,1760.26416015625,2,1,1200
31,1763.51416015625,1,1,1000
32,1765.73388671875,1,1,1000
33,1767.994140625,1,1,1000
34,1770.28369140625,1,1,1000
35,1772.98388671875,2,2,1000
36,1774.43359375,1,1,1000
37,1777.04345703125,2,2,1000
38,1778.91357421875,2,1,1000
39,1780.943359375,2,2,1000
40,1782.3330078125,1,1,1200
41,1784.61328125,1,1,1000
42,1786.68310546875,1,1,1000
43,1789.3427734375,2,1,1200
44,1791.03271484375,1,1,1000
45,1793.5126953125,2,2,1000
46,1795.41259765625,2,2,1000
47,1796.90234375,1,1,1000
48,1799.412109375,2,1,1200
0,1805.18212890625,2,2,1000
1,1807.36181640625,2,2,1000
2,1808.70166015625,1,1,1000
3,1810.78173828125,1,1,1000
4,1812.90185546875,1,1,1000
5,1815.01123046875,1,2,1200
6,1817.431640625,2,1,1000
7,1819.201171875,1,1,1000
8,1821.83154296875,2,2,1000
9,1824.01123046875,1,1,1200
10,1826.0009765625,1,1,1000
11,1828.48095703125,2,1,1200
12,1830.20068359375,1,1,1000
13,1832.11083984375,1,1,1000
14,1834.54052734375,2,1,1000
15,1837.09033203125,2,1,1000
16,1838.83056640625,1,1,1000
17,1841.060546875,1,1,1000
18,1843.490234375,2,1,1000
19,1845.4501953125,2,1,1200
20,1848.6396484375,2,1,1200
21,1850.22998046875,1,1,1000
22,1852.3896484375,1,1,1000
23,1854.40966796875,1,1,1000
24,1856.44970703125,1,2,1200
25,1859.53955078125,2,2,1000
26,1861.20947265625,1,1,1200
27,1863.4794921875,1,1,1000
28,1866.2490234375,2,2,1000
29,1868.2587890625,2,1,1200
30,1870.39892578125,2,2,1000
31,1872.5087890625,2,1,1000
32,1874.22900390625,1,1,1000
33,1876.9384765625,2,2,1000
34,1878.888671875,1,1,1000
35,1881.1083984375,1,1,1200
36,1883.578125,2,1,1000
37,1885.578125,2,2,1000
38,1887.67822265625,2,2,1000
39,1889.22802734375,1,2,1000
40,1891.60791015625,1,1,1000
41,1893.78759765625,1,1,1000
42,1895.857421875,1,1,1200
43,1898.02734375,1,1,1200
44,1900.17724609375,1,1,1000
45,1902.67724609375,2,2,1000
46,1904.447265625,1,1,1200
47,1906.5771484375,1,1,1000
48,1908.55712890625,1,1,1200
0,1913.6357421875,2,1,1000
1,1915.87548828125,2,1,1000
2,1918.78564453125,1,1,1000
3,1920.92578125,1,1,1000
4,1922.87548828125,1,2,1000
5,1925.38525390625,1,1,1000
6,1928.1552734375,2,2,1000
7,1930.125,2,2,1200
8,1932.4248046875,2,1,1000
9,1933.9248046875,1,1,1000
10,1936.40478515625,2,1,1000
11,1938.53466796875,2,1,1000
12,1940.07421875,1,1,1200
13,1942.57421875,2,1,1000
14,1943.994140625,1,1,1200
15,1946.30419921875,1,2,1200
16,1949.2041015625,2,2,1000
17,1951.1337890625,2,1,1200
18,1953.5537109375,2,1,1000
19,1954.97412109375,1,1,1000
20,1957.48388671875,2,1,1000
21,1960.92333984375,2,1,1000
22,1962.603515625,1,2,1200
23,1964.50341796875,1,2,1200
24,1966.4833984375,1,1,1000
25,1969.13330078125,2,2,1000
26,1971.23291015625,2,2,1000
27,1972.90283203125,1,2,1200
28,1974.8828125,1,1,1000
29,1977.1728515625,1,1,1000
30,1979.70263671875,2,2,1000
31,1981.32275390625,1,2,1000
32,1984.2822265625,2,2,1200
33,1985.822265625,1,1,1000
34,1988.35205078125,2,2,1000
35,1990.23193359375,1,1,1000
36,1992.251953125,1,1,1000
37,1994.681640625,2,1,1000
38,1996.78173828125,2,2,1000
39,1999.1318359375,2,2,1000
40,2001.07177734375,2,2,1000
41,2002.5712890625,1,2,1200
42,2005.0009765625,2,2,1200
43,2007.63134765625,2,1,1000
44,2009.0712890625,1,1,1000
45,2011.93115234375,2,1,1000
46,2013.93115234375,2,2,1000
47,2015.720703125,1,1,1200
48,2018.50048828125,2,1,1000
0,2023.52978515625,1,1,1000
1,2025.86962890625,1,1,1000
2,2028.32958984375,2,2,1200
3,2029.86962890625,1,2,1000
4,2033.6796875,2,1,1000
5,2035.3193359375,1,1,1200
6,2038.37939453125,1,1,1000
7,2041.17919921875,2,2,1000
8,2043.2490234375,2,2,1000
9,2045.14892578125,2,2,1200
10,2046.52880859375,1,1,1000
11,2049.21875,2,2,1000
12,2050.56884765625,1,1,1000
13,2053.228515625,2,2,1000
14,2056.1279296875,1,1,1200
15,2058.91845703125,2,2,1000
16,2060.84814453125,1,1,1000
17,2063.76806640625,2,1,1200
18,2065.27783203125,1,1,1000
19,2067.2275390625,1,1,1000
20,2069.19775390625,1,1,1000
21,2071.1474609375,1,1,1000
22,2073.017578125,1,1,1000
23,2075.46728515625,2,1,1000
24,2077.6474609375,2,1,1000
