,time,target,response,frequency
25,2079.376953125,1,1,1000
26,2082.046875,2,1,1000
27,2083.947265625,2,1,1000
28,2085.796875,1,1,1200
29,2088.4169921875,2,1,1000
30,2089.86669921875,1,1,1200
31,2092.046875,1,1,1000
32,2094.09619140625,1,1,1200
33,2096.81640625,2,1,1200
34,2098.22607421875,1,1,1200
35,2101.3662109375,2,2,1000
36,2103.51611328125,2,1,1200
37,2105.87548828125,2,1,1200
38,2107.3759765625,1,1,1000
39,2109.87548828125,2,1,1000
40,2111.32568359375,1,1,1000
41,2114.015625,2,2,1200
42,2116.8955078125,2,1,1000
43,2118.5751953125,1,1,1000
44,2120.775390625,1,1,1000
45,2123.34521484375,2,1,1000
46,2126.22509765625,2,2,1000
47,2127.82470703125,1,1,1000
48,2130.2646484375,2,1,1000
0,2135.57421875,2,1,1200
1,2137.1943359375,1,1,1000
2,2139.09375,1,2,1200
3,2141.2138671875,1,1,1000
4,2143.673828125,2,2,1200
5,2145.7734375,2,2,1200
6,2147.86376953125,2,2,1000
7,2149.87353515625,2,1,1000
8,2152.24365234375,2,2,1000
9,2153.74365234375,1,2,1000
10,2156.34326171875,2,2,1000
11,2158.51318359375,2,2,1000
12,2160.373046875,2,2,1000
13,2162.462890625,2,2,1000
14,2165.2431640625,1,1,1000
15,2167.99267578125,2,1,1000
16,2169.94287109375,2,1,1000
17,2171.82275390625,2,1,1000
18,2173.8125,2,1,1200
19,2175.91259765625,2,2,1000
20,2177.54248046875,1,1,1000
21,2179.71240234375,1,1,1000
22,2182.322265625,2,2,1000
23,2183.7119140625,1,1,1000
24,2186.2216796875,1,1,1200
25,2189.01171875,2,1,1000
26,2191.19140625,2,2,1000
27,2192.62158203125,1,1,1200
28,2195.42138671875,1,1,1000
29,2198.2412109375,2,2,1200
30,2200.1611328125,2,2,1200
31,2203.2109375,1,2,1000
32,2205.7607421875,2,1,1000
33,2207.44091796875,1,1,1000
34,2209.86083984375,1,2,1000
35,2212.17041015625,1,1,1000
36,2214.8603515625,2,1,1000
37,2217.16015625,2,1,1000
38,2219.42041015625,2,2,1000
39,2221.9697265625,2,1,1200
40,2224.259765625,1,1,1000
41,2227.1201171875,1,1,1000
42,2230.009765625,2,1,1200
43,2232.20947265625,2,2,1000
44,2233.75927734375,1,2,1200
45,2236.5595703125,2,1,1000
46,2239.25927734375,1,1,1200
47,2242.0390625,2,1,1000
48,2243.68896484375,1,1,1000
0,2249.91845703125,2,1,1000
1,2252.41845703125,2,2,1000
2,2254.23828125,1,2,1200
3,2257.70849609375,2,2,1000
4,2260.068359375,2,2,1000
5,2261.41796875,1,2,1000
6,2264.23779296875,2,2,1000
7,2266.31787109375,2,2,1000
8,2268.3173828125,2,2,1200
9,2270.4677734375,2,1,1000
10,2272.66748046875,2,2,1000
11,2275.45751953125,2,2,1000
12,2276.857421875,1,1,1000
13,2279.60693359375,2,2,1000
14,2281.98681640625,2,2,1200
15,2285.037109375,2,2,1000
16,2289.40673828125,2,1,1000
17,2291.81689453125,1,1,1000
18,2293.80615234375,1,1,1200
19,2295.736328125,1,1,1000
20,2297.71630859375,1,1,1000
21,2300.3564453125,2,2,1000
22,2301.9658203125,1,1,1200
23,2304.416015625,1,1,1000
24,2306.86572265625,2,1,1000
25,2308.73583984375,2,1,1000
26,2310.5859375,1,1,1000
27,2313.015625,2,2,1000
28,2315.0654296875,2,2,1000
29,2316.865234375,1,1,1000
30,2319.50537109375,2,2,1000
31,2323.86474609375,2,1,1200
32,2325.5146484375,1,1,1200
33,2328.1845703125,2,2,1000
34,2329.56494140625,1,2,1000
35,2332.53466796875,2,1,1200
36,2334.75439453125,2,2,1000
37,2337.10400390625,1,1,1200
38,2339.31396484375,1,2,1200
39,2341.25439453125,1,1,1000
40,2343.31396484375,1,1,1000
41,2345.68359375,1,1,1200
42,2348.6337890625,2,2,1000
43,2350.18359375,1,1,1000
44,2352.3837890625,1,2,1000
45,2355.70361328125,2,1,1200
46,2357.853515625,2,2,1000
47,2360.033203125,2,2,1000
48,2361.9833984375,2,2,1000
